Date,Close,Predictions,Stock,Model,Method
2016-05-04,10200,,STB,SkLearn,No
2016-05-05,10300,,STB,SkLearn,No
2016-05-06,10300,,STB,SkLearn,No
2016-05-09,10300,,STB,SkLearn,No
2016-05-10,10400,,STB,SkLearn,No
2016-05-11,10300,,STB,SkLearn,No
2016-05-12,11000,,STB,SkLearn,No
2016-05-13,11700,,STB,SkLearn,No
2016-05-16,12100,,STB,SkLearn,No
2016-05-17,12700,,STB,SkLearn,No
2016-05-18,12600,,STB,SkLearn,No
2016-05-19,12400,,STB,SkLearn,No
2016-05-20,11900,,STB,SkLearn,No
2016-05-23,11700,,STB,SkLearn,No
2016-05-24,11500,,STB,SkLearn,No
2016-05-25,11200,,STB,SkLearn,No
2016-05-26,11000,,STB,SkLearn,No
2016-05-27,11300,,STB,SkLearn,No
2016-05-30,11100,,STB,SkLearn,No
2016-05-31,11000,,STB,SkLearn,No
2016-06-01,11100,,STB,SkLearn,No
2016-06-02,11200,,STB,SkLearn,No
2016-06-03,11300,,STB,SkLearn,No
2016-06-06,12000,,STB,SkLearn,No
2016-06-07,11900,,STB,SkLearn,No
2016-06-08,12100,,STB,SkLearn,No
2016-06-09,12100,,STB,SkLearn,No
2016-06-10,11500,,STB,SkLearn,No
2016-06-13,11800,,STB,SkLearn,No
2016-06-14,11800,,STB,SkLearn,No
2016-06-15,11700,,STB,SkLearn,No
2016-06-16,11600,,STB,SkLearn,No
2016-06-17,11300,,STB,SkLearn,No
2016-06-20,11300,,STB,SkLearn,No
2016-06-21,11500,,STB,SkLearn,No
2016-06-22,11500,,STB,SkLearn,No
2016-06-23,11500,,STB,SkLearn,No
2016-06-24,11300,,STB,SkLearn,No
2016-06-27,11300,,STB,SkLearn,No
2016-06-28,11300,,STB,SkLearn,No
2016-06-29,11400,,STB,SkLearn,No
2016-06-30,11300,,STB,SkLearn,No
2016-07-01,11300,,STB,SkLearn,No
2016-07-04,11300,,STB,SkLearn,No
2016-07-05,11400,,STB,SkLearn,No
2016-07-06,11300,,STB,SkLearn,No
2016-07-07,11200,,STB,SkLearn,No
2016-07-08,11200,,STB,SkLearn,No
2016-07-11,11200,,STB,SkLearn,No
2016-07-12,11200,,STB,SkLearn,No
2016-07-13,11500,,STB,SkLearn,No
2016-07-14,11500,,STB,SkLearn,No
2016-07-15,11900,,STB,SkLearn,No
2016-07-18,12100,,STB,SkLearn,No
2016-07-19,11600,,STB,SkLearn,No
2016-07-20,11200,,STB,SkLearn,No
2016-07-21,11300,,STB,SkLearn,No
2016-07-22,11100,,STB,SkLearn,No
2016-07-25,11000,,STB,SkLearn,No
2016-07-26,11200,,STB,SkLearn,No
2016-07-27,11200,,STB,SkLearn,No
2016-07-28,11200,,STB,SkLearn,No
2016-07-29,11300,,STB,SkLearn,No
2016-08-01,11200,,STB,SkLearn,No
2016-08-02,11100,,STB,SkLearn,No
2016-08-03,11000,,STB,SkLearn,No
2016-08-04,10500,,STB,SkLearn,No
2016-08-05,11000,,STB,SkLearn,No
2016-08-08,10900,,STB,SkLearn,No
2016-08-09,10700,,STB,SkLearn,No
2016-08-10,10800,,STB,SkLearn,No
2016-08-11,10900,,STB,SkLearn,No
2016-08-12,10900,,STB,SkLearn,No
2016-08-15,10900,,STB,SkLearn,No
2016-08-16,10700,,STB,SkLearn,No
2016-08-17,10800,,STB,SkLearn,No
2016-08-18,10600,,STB,SkLearn,No
2016-08-19,10600,,STB,SkLearn,No
2016-08-22,10600,,STB,SkLearn,No
2016-08-23,10500,,STB,SkLearn,No
2016-08-24,10500,,STB,SkLearn,No
2016-08-25,10300,,STB,SkLearn,No
2016-08-26,10500,,STB,SkLearn,No
2016-08-29,10500,,STB,SkLearn,No
2016-08-30,10500,,STB,SkLearn,No
2016-08-31,10400,,STB,SkLearn,No
2016-09-01,10200,,STB,SkLearn,No
2016-09-05,10000,,STB,SkLearn,No
2016-09-06,10200,,STB,SkLearn,No
2016-09-07,10000,,STB,SkLearn,No
2016-09-08,9900,,STB,SkLearn,No
2016-09-09,9900,,STB,SkLearn,No
2016-09-12,10000,,STB,SkLearn,No
2016-09-13,9990,,STB,SkLearn,No
2016-09-14,10100,,STB,SkLearn,No
2016-09-15,10100,,STB,SkLearn,No
2016-09-16,9400,,STB,SkLearn,No
2016-09-19,9870,,STB,SkLearn,No
2016-09-20,9790,,STB,SkLearn,No
2016-09-21,9520,,STB,SkLearn,No
2016-09-22,9600,,STB,SkLearn,No
2016-09-23,9500,,STB,SkLearn,No
2016-09-26,9410,,STB,SkLearn,No
2016-09-27,9430,,STB,SkLearn,No
2016-09-28,9430,,STB,SkLearn,No
2016-09-29,9390,,STB,SkLearn,No
2016-09-30,9320,,STB,SkLearn,No
2016-10-03,9200,,STB,SkLearn,No
2016-10-04,9150,,STB,SkLearn,No
2016-10-05,9350,,STB,SkLearn,No
2016-10-06,9610,,STB,SkLearn,No
2016-10-07,9530,,STB,SkLearn,No
2016-10-10,9370,,STB,SkLearn,No
2016-10-11,9250,,STB,SkLearn,No
2016-10-12,9220,,STB,SkLearn,No
2016-10-13,9200,,STB,SkLearn,No
2016-10-14,9210,,STB,SkLearn,No
2016-10-17,9220,,STB,SkLearn,No
2016-10-18,9240,,STB,SkLearn,No
2016-10-19,9480,,STB,SkLearn,No
2016-10-20,9320,,STB,SkLearn,No
2016-10-21,9250,,STB,SkLearn,No
2016-10-24,9200,,STB,SkLearn,No
2016-10-25,9100,,STB,SkLearn,No
2016-10-26,9020,,STB,SkLearn,No
2016-10-27,8950,,STB,SkLearn,No
2016-10-28,8870,,STB,SkLearn,No
2016-10-31,8820,,STB,SkLearn,No
2016-11-01,8500,,STB,SkLearn,No
2016-11-02,8250,,STB,SkLearn,No
2016-11-03,8240,,STB,SkLearn,No
2016-11-04,8380,,STB,SkLearn,No
2016-11-07,8420,,STB,SkLearn,No
2016-11-08,8430,,STB,SkLearn,No
2016-11-09,8250,,STB,SkLearn,No
2016-11-10,8400,,STB,SkLearn,No
2016-11-11,8240,,STB,SkLearn,No
2016-11-14,8010,,STB,SkLearn,No
2016-11-15,8100,,STB,SkLearn,No
2016-11-16,8100,,STB,SkLearn,No
2016-11-17,7910,,STB,SkLearn,No
2016-11-18,7880,,STB,SkLearn,No
2016-11-21,8300,,STB,SkLearn,No
2016-11-22,8270,,STB,SkLearn,No
2016-11-23,8270,,STB,SkLearn,No
2016-11-24,8220,,STB,SkLearn,No
2016-11-25,8100,,STB,SkLearn,No
2016-11-28,7800,,STB,SkLearn,No
2016-11-29,7800,,STB,SkLearn,No
2016-11-30,7500,,STB,SkLearn,No
2016-12-01,7550,,STB,SkLearn,No
2016-12-02,7740,,STB,SkLearn,No
2016-12-05,7500,,STB,SkLearn,No
2016-12-06,7510,,STB,SkLearn,No
2016-12-07,7400,,STB,SkLearn,No
2016-12-08,7910,,STB,SkLearn,No
2016-12-09,7800,,STB,SkLearn,No
2016-12-12,7610,,STB,SkLearn,No
2016-12-13,7620,,STB,SkLearn,No
2016-12-14,7900,,STB,SkLearn,No
2016-12-15,8000,,STB,SkLearn,No
2016-12-16,8200,,STB,SkLearn,No
2016-12-19,8420,,STB,SkLearn,No
2016-12-20,8400,,STB,SkLearn,No
2016-12-21,8260,,STB,SkLearn,No
2016-12-22,8200,,STB,SkLearn,No
2016-12-23,8340,,STB,SkLearn,No
2016-12-26,8350,,STB,SkLearn,No
2016-12-27,8600,,STB,SkLearn,No
2016-12-28,9100,,STB,SkLearn,No
2016-12-29,9400,,STB,SkLearn,No
2016-12-30,9450,,STB,SkLearn,No
2017-01-03,8790,,STB,SkLearn,No
2017-01-04,8200,,STB,SkLearn,No
2017-01-05,8580,,STB,SkLearn,No
2017-01-06,8780,,STB,SkLearn,No
2017-01-09,8990,,STB,SkLearn,No
2017-01-10,9000,,STB,SkLearn,No
2017-01-11,9030,,STB,SkLearn,No
2017-01-12,9040,,STB,SkLearn,No
2017-01-13,8950,,STB,SkLearn,No
2017-01-16,8960,,STB,SkLearn,No
2017-01-17,9240,,STB,SkLearn,No
2017-01-18,9450,,STB,SkLearn,No
2017-01-19,9590,,STB,SkLearn,No
2017-01-20,9500,,STB,SkLearn,No
2017-01-23,9550,,STB,SkLearn,No
2017-01-24,9850,,STB,SkLearn,No
2017-01-25,10200,,STB,SkLearn,No
2017-02-02,10050,,STB,SkLearn,No
2017-02-03,10050,,STB,SkLearn,No
2017-02-06,9950,,STB,SkLearn,No
2017-02-07,9870,,STB,SkLearn,No
2017-02-08,10000,,STB,SkLearn,No
2017-02-09,10200,,STB,SkLearn,No
2017-02-10,10200,,STB,SkLearn,No
2017-02-13,10000,,STB,SkLearn,No
2017-02-14,10100,,STB,SkLearn,No
2017-02-15,9950,,STB,SkLearn,No
2017-02-16,10450,,STB,SkLearn,No
2017-02-17,11000,,STB,SkLearn,No
2017-02-20,11050,,STB,SkLearn,No
2017-02-21,10850,,STB,SkLearn,No
2017-02-22,10950,,STB,SkLearn,No
2017-02-23,11050,,STB,SkLearn,No
2017-02-24,10300,,STB,SkLearn,No
2017-02-27,10450,,STB,SkLearn,No
2017-02-28,10300,,STB,SkLearn,No
2017-03-01,10200,,STB,SkLearn,No
2017-03-02,10200,,STB,SkLearn,No
2017-03-03,10900,,STB,SkLearn,No
2017-03-06,10800,,STB,SkLearn,No
2017-03-07,10500,,STB,SkLearn,No
2017-03-08,10600,,STB,SkLearn,No
2017-03-09,10450,,STB,SkLearn,No
2017-03-10,10450,,STB,SkLearn,No
2017-03-13,10550,,STB,SkLearn,No
2017-03-14,10450,,STB,SkLearn,No
2017-03-15,10350,,STB,SkLearn,No
2017-03-16,10350,,STB,SkLearn,No
2017-03-17,10300,,STB,SkLearn,No
2017-03-20,10550,,STB,SkLearn,No
2017-03-21,10700,,STB,SkLearn,No
2017-03-22,10750,,STB,SkLearn,No
2017-03-23,11400,,STB,SkLearn,No
2017-03-24,11400,,STB,SkLearn,No
2017-03-27,11400,,STB,SkLearn,No
2017-03-28,11150,,STB,SkLearn,No
2017-03-29,11200,,STB,SkLearn,No
2017-03-30,11250,,STB,SkLearn,No
2017-03-31,11450,,STB,SkLearn,No
2017-04-03,12250,,STB,SkLearn,No
2017-04-04,12400,,STB,SkLearn,No
2017-04-05,12300,,STB,SkLearn,No
2017-04-07,13150,,STB,SkLearn,No
2017-04-10,12800,,STB,SkLearn,No
2017-04-11,12650,,STB,SkLearn,No
2017-04-12,12750,,STB,SkLearn,No
2017-04-13,11900,,STB,SkLearn,No
2017-04-14,11600,,STB,SkLearn,No
2017-04-17,11200,,STB,SkLearn,No
2017-04-18,11300,,STB,SkLearn,No
2017-04-19,11600,,STB,SkLearn,No
2017-04-20,11600,,STB,SkLearn,No
2017-04-21,11250,,STB,SkLearn,No
2017-04-24,10500,,STB,SkLearn,No
2017-04-25,11100,,STB,SkLearn,No
2017-04-26,11850,,STB,SkLearn,No
2017-04-27,12400,,STB,SkLearn,No
2017-04-28,11550,,STB,SkLearn,No
2017-05-03,11650,,STB,SkLearn,No
2017-05-04,12150,,STB,SkLearn,No
2017-05-05,12100,,STB,SkLearn,No
2017-05-08,11750,,STB,SkLearn,No
2017-05-09,11900,,STB,SkLearn,No
2017-05-10,12400,,STB,SkLearn,No
2017-05-11,12350,,STB,SkLearn,No
2017-05-12,12200,,STB,SkLearn,No
2017-05-15,12650,,STB,SkLearn,No
2017-05-16,12350,,STB,SkLearn,No
2017-05-17,12500,,STB,SkLearn,No
2017-05-18,12450,,STB,SkLearn,No
2017-05-19,12400,,STB,SkLearn,No
2017-05-22,12700,,STB,SkLearn,No
2017-05-23,12400,,STB,SkLearn,No
2017-05-24,12550,,STB,SkLearn,No
2017-05-25,12400,,STB,SkLearn,No
2017-05-26,12300,,STB,SkLearn,No
2017-05-29,12700,,STB,SkLearn,No
2017-05-30,12600,,STB,SkLearn,No
2017-05-31,12500,,STB,SkLearn,No
2017-06-01,12650,,STB,SkLearn,No
2017-06-02,12400,,STB,SkLearn,No
2017-06-05,12700,,STB,SkLearn,No
2017-06-06,13550,,STB,SkLearn,No
2017-06-07,13450,,STB,SkLearn,No
2017-06-08,13800,,STB,SkLearn,No
2017-06-09,13900,,STB,SkLearn,No
2017-06-12,13800,,STB,SkLearn,No
2017-06-13,13900,,STB,SkLearn,No
2017-06-14,14000,,STB,SkLearn,No
2017-06-15,13750,,STB,SkLearn,No
2017-06-16,13900,,STB,SkLearn,No
2017-06-19,14150,,STB,SkLearn,No
2017-06-20,14550,,STB,SkLearn,No
2017-06-21,14600,,STB,SkLearn,No
2017-06-22,14300,,STB,SkLearn,No
2017-06-23,14200,,STB,SkLearn,No
2017-06-26,14200,,STB,SkLearn,No
2017-06-27,14350,,STB,SkLearn,No
2017-06-28,14200,,STB,SkLearn,No
2017-06-29,14100,,STB,SkLearn,No
2017-06-30,13800,,STB,SkLearn,No
2017-07-03,13600,,STB,SkLearn,No
2017-07-04,13200,,STB,SkLearn,No
2017-07-05,13450,,STB,SkLearn,No
2017-07-06,13450,,STB,SkLearn,No
2017-07-07,13000,,STB,SkLearn,No
2017-07-10,12850,,STB,SkLearn,No
2017-07-11,12600,,STB,SkLearn,No
2017-07-12,12600,,STB,SkLearn,No
2017-07-13,12400,,STB,SkLearn,No
2017-07-14,12100,,STB,SkLearn,No
2017-07-17,11700,,STB,SkLearn,No
2017-07-18,12100,,STB,SkLearn,No
2017-07-19,12050,,STB,SkLearn,No
2017-07-20,11800,,STB,SkLearn,No
2017-07-21,11700,,STB,SkLearn,No
2017-07-24,11850,,STB,SkLearn,No
2017-07-25,12500,,STB,SkLearn,No
2017-07-26,12800,,STB,SkLearn,No
2017-07-27,12650,,STB,SkLearn,No
2017-07-28,12800,,STB,SkLearn,No
2017-07-31,13100,,STB,SkLearn,No
2017-08-01,13000,,STB,SkLearn,No
2017-08-02,12550,,STB,SkLearn,No
2017-08-03,12300,,STB,SkLearn,No
2017-08-04,12700,,STB,SkLearn,No
2017-08-07,12550,,STB,SkLearn,No
2017-08-08,12200,,STB,SkLearn,No
2017-08-09,11800,,STB,SkLearn,No
2017-08-10,11950,,STB,SkLearn,No
2017-08-11,11950,,STB,SkLearn,No
2017-08-14,12100,,STB,SkLearn,No
2017-08-15,11900,,STB,SkLearn,No
2017-08-16,12000,,STB,SkLearn,No
2017-08-17,11850,,STB,SkLearn,No
2017-08-18,11750,,STB,SkLearn,No
2017-08-21,11700,,STB,SkLearn,No
2017-08-22,11700,,STB,SkLearn,No
2017-08-23,11800,,STB,SkLearn,No
2017-08-24,11750,,STB,SkLearn,No
2017-08-25,11800,,STB,SkLearn,No
2017-08-28,11750,,STB,SkLearn,No
2017-08-29,11600,,STB,SkLearn,No
2017-08-30,11450,,STB,SkLearn,No
2017-08-31,11700,,STB,SkLearn,No
2017-09-01,11600,,STB,SkLearn,No
2017-09-05,11850,,STB,SkLearn,No
2017-09-06,11650,,STB,SkLearn,No
2017-09-07,11750,,STB,SkLearn,No
2017-09-08,11650,,STB,SkLearn,No
2017-09-11,11600,,STB,SkLearn,No
2017-09-12,11450,,STB,SkLearn,No
2017-09-13,11500,,STB,SkLearn,No
2017-09-14,11700,,STB,SkLearn,No
2017-09-15,11500,,STB,SkLearn,No
2017-09-18,11800,,STB,SkLearn,No
2017-09-19,11750,,STB,SkLearn,No
2017-09-20,11700,,STB,SkLearn,No
2017-09-21,11600,,STB,SkLearn,No
2017-09-22,11550,,STB,SkLearn,No
2017-09-25,12300,,STB,SkLearn,No
2017-09-26,12500,,STB,SkLearn,No
2017-09-27,12250,,STB,SkLearn,No
2017-09-28,12600,,STB,SkLearn,No
2017-09-29,12500,,STB,SkLearn,No
2017-10-02,12300,,STB,SkLearn,No
2017-10-03,12150,,STB,SkLearn,No
2017-10-04,12200,,STB,SkLearn,No
2017-10-05,12100,,STB,SkLearn,No
2017-10-06,12300,,STB,SkLearn,No
2017-10-09,12450,,STB,SkLearn,No
2017-10-10,12450,,STB,SkLearn,No
2017-10-11,11650,,STB,SkLearn,No
2017-10-12,11600,,STB,SkLearn,No
2017-10-13,11500,,STB,SkLearn,No
2017-10-16,11600,,STB,SkLearn,No
2017-10-17,11450,,STB,SkLearn,No
2017-10-18,11400,,STB,SkLearn,No
2017-10-19,11500,,STB,SkLearn,No
2017-10-20,11550,,STB,SkLearn,No
2017-10-23,11300,,STB,SkLearn,No
2017-10-24,11300,,STB,SkLearn,No
2017-10-25,11300,,STB,SkLearn,No
2017-10-26,11350,,STB,SkLearn,No
2017-10-27,11350,,STB,SkLearn,No
2017-10-30,11250,,STB,SkLearn,No
2017-10-31,11000,,STB,SkLearn,No
2017-11-01,11200,,STB,SkLearn,No
2017-11-02,11300,,STB,SkLearn,No
2017-11-03,11100,,STB,SkLearn,No
2017-11-06,11200,,STB,SkLearn,No
2017-11-07,11200,,STB,SkLearn,No
2017-11-08,11200,,STB,SkLearn,No
2017-11-09,11150,,STB,SkLearn,No
2017-11-10,11400,,STB,SkLearn,No
2017-11-13,11200,,STB,SkLearn,No
2017-11-14,11150,,STB,SkLearn,No
2017-11-15,11450,,STB,SkLearn,No
2017-11-16,12000,,STB,SkLearn,No
2017-11-17,11750,,STB,SkLearn,No
2017-11-20,11850,,STB,SkLearn,No
2017-11-21,11850,,STB,SkLearn,No
2017-11-22,12400,,STB,SkLearn,No
2017-11-23,12350,,STB,SkLearn,No
2017-11-24,12400,,STB,SkLearn,No
2017-11-27,12550,,STB,SkLearn,No
2017-11-28,12600,,STB,SkLearn,No
2017-11-29,13200,,STB,SkLearn,No
2017-11-30,13100,,STB,SkLearn,No
2017-12-01,13000,,STB,SkLearn,No
2017-12-04,13700,,STB,SkLearn,No
2017-12-05,13000,,STB,SkLearn,No
2017-12-06,13250,,STB,SkLearn,No
2017-12-07,13000,,STB,SkLearn,No
2017-12-08,12950,,STB,SkLearn,No
2017-12-11,12300,,STB,SkLearn,No
2017-12-12,12450,,STB,SkLearn,No
2017-12-13,12000,,STB,SkLearn,No
2017-12-14,12500,,STB,SkLearn,No
2017-12-15,12700,,STB,SkLearn,No
2017-12-18,12750,,STB,SkLearn,No
2017-12-19,12550,,STB,SkLearn,No
2017-12-20,12550,,STB,SkLearn,No
2017-12-21,12300,,STB,SkLearn,No
2017-12-22,12550,,STB,SkLearn,No
2017-12-25,12350,,STB,SkLearn,No
2017-12-26,12600,,STB,SkLearn,No
2017-12-27,12850,,STB,SkLearn,No
2017-12-28,12950,,STB,SkLearn,No
2017-12-29,12850,,STB,SkLearn,No
2018-01-02,13400,,STB,SkLearn,No
2018-01-03,13350,,STB,SkLearn,No
2018-01-04,13600,,STB,SkLearn,No
2018-01-05,13600,,STB,SkLearn,No
2018-01-08,14550,,STB,SkLearn,No
2018-01-09,14850,,STB,SkLearn,No
2018-01-10,15600,,STB,SkLearn,No
2018-01-11,16250,,STB,SkLearn,No
2018-01-12,15500,,STB,SkLearn,No
2018-01-15,15350,,STB,SkLearn,No
2018-01-16,14950,,STB,SkLearn,No
2018-01-17,14300,,STB,SkLearn,No
2018-01-18,15000,,STB,SkLearn,No
2018-01-19,15450,,STB,SkLearn,No
2018-01-22,15100,,STB,SkLearn,No
2018-01-23,15100,,STB,SkLearn,No
2018-01-24,15100,,STB,SkLearn,No
2018-01-25,15400,,STB,SkLearn,No
2018-01-26,15700,,STB,SkLearn,No
2018-01-29,16750,,STB,SkLearn,No
2018-01-30,17100,,STB,SkLearn,No
2018-01-31,16250,,STB,SkLearn,No
2018-02-01,15700,,STB,SkLearn,No
2018-02-02,16250,,STB,SkLearn,No
2018-02-05,15150,,STB,SkLearn,No
2018-02-06,15400,,STB,SkLearn,No
2018-02-07,15750,,STB,SkLearn,No
2018-02-08,14900,,STB,SkLearn,No
2018-02-09,14950,,STB,SkLearn,No
2018-02-12,15900,,STB,SkLearn,No
2018-02-13,15900,,STB,SkLearn,No
2018-02-21,16300,,STB,SkLearn,No
2018-02-22,16100,,STB,SkLearn,No
2018-02-23,16450,,STB,SkLearn,No
2018-02-26,16050,,STB,SkLearn,No
2018-02-27,16150,,STB,SkLearn,No
2018-02-28,16100,,STB,SkLearn,No
2018-03-01,15750,,STB,SkLearn,No
2018-03-02,15700,,STB,SkLearn,No
2018-03-05,14950,,STB,SkLearn,No
2018-03-06,15300,,STB,SkLearn,No
2018-03-07,15050,,STB,SkLearn,No
2018-03-08,15200,,STB,SkLearn,No
2018-03-09,15400,,STB,SkLearn,No
2018-03-12,15950,,STB,SkLearn,No
2018-03-13,16100,,STB,SkLearn,No
2018-03-14,16050,,STB,SkLearn,No
2018-03-15,16150,,STB,SkLearn,No
2018-03-16,16300,,STB,SkLearn,No
2018-03-19,16050,,STB,SkLearn,No
2018-03-20,16000,,STB,SkLearn,No
2018-03-21,16250,,STB,SkLearn,No
2018-03-22,16000,,STB,SkLearn,No
2018-03-23,15750,,STB,SkLearn,No
2018-03-26,15650,,STB,SkLearn,No
2018-03-27,15500,,STB,SkLearn,No
2018-03-28,15350,,STB,SkLearn,No
2018-03-29,15250,,STB,SkLearn,No
2018-03-30,15500,,STB,SkLearn,No
2018-04-02,15800,,STB,SkLearn,No
2018-04-03,15700,,STB,SkLearn,No
2018-04-04,15600,,STB,SkLearn,No
2018-04-05,15700,,STB,SkLearn,No
2018-04-06,16100,,STB,SkLearn,No
2018-04-09,16400,,STB,SkLearn,No
2018-04-10,16200,,STB,SkLearn,No
2018-04-11,15650,,STB,SkLearn,No
2018-04-12,15600,,STB,SkLearn,No
2018-04-13,15450,,STB,SkLearn,No
2018-04-16,15500,,STB,SkLearn,No
2018-04-17,15800,,STB,SkLearn,No
2018-04-18,15500,,STB,SkLearn,No
2018-04-19,15000,,STB,SkLearn,No
2018-04-20,15450,,STB,SkLearn,No
2018-04-23,14400,,STB,SkLearn,No
2018-04-24,14150,,STB,SkLearn,No
2018-04-26,13350,,STB,SkLearn,No
2018-04-27,13850,,STB,SkLearn,No
2018-05-02,13300,,STB,SkLearn,No
2018-05-03,13700,,STB,SkLearn,No
2018-05-04,13450,,STB,SkLearn,No
2018-05-07,13950,,STB,SkLearn,No
2018-05-08,13650,,STB,SkLearn,No
2018-05-09,13500,,STB,SkLearn,No
2018-05-10,12900,,STB,SkLearn,No
2018-05-11,13100,,STB,SkLearn,No
2018-05-14,13100,,STB,SkLearn,No
2018-05-15,13100,,STB,SkLearn,No
2018-05-16,13050,,STB,SkLearn,No
2018-05-17,12750,,STB,SkLearn,No
2018-05-18,12750,,STB,SkLearn,No
2018-05-21,12600,,STB,SkLearn,No
2018-05-22,12000,,STB,SkLearn,No
2018-05-23,12150,,STB,SkLearn,No
2018-05-24,12050,,STB,SkLearn,No
2018-05-25,11650,,STB,SkLearn,No
2018-05-28,10850,,STB,SkLearn,No
2018-05-29,11600,,STB,SkLearn,No
2018-05-30,11500,,STB,SkLearn,No
2018-05-31,11750,,STB,SkLearn,No
2018-06-01,11750,,STB,SkLearn,No
2018-06-04,12550,,STB,SkLearn,No
2018-06-05,12900,,STB,SkLearn,No
2018-06-06,13300,,STB,SkLearn,No
2018-06-07,13000,,STB,SkLearn,No
2018-06-08,12900,,STB,SkLearn,No
2018-06-11,12600,,STB,SkLearn,No
2018-06-12,12800,,STB,SkLearn,No
2018-06-13,12800,,STB,SkLearn,No
2018-06-14,12550,,STB,SkLearn,No
2018-06-15,12400,,STB,SkLearn,No
2018-06-18,12000,,STB,SkLearn,No
2018-06-19,11700,,STB,SkLearn,No
2018-06-20,12000,,STB,SkLearn,No
2018-06-21,11700,,STB,SkLearn,No
2018-06-22,12000,,STB,SkLearn,No
2018-06-25,12150,,STB,SkLearn,No
2018-06-26,12000,,STB,SkLearn,No
2018-06-27,11800,,STB,SkLearn,No
2018-06-28,11550,,STB,SkLearn,No
2018-06-29,11550,,STB,SkLearn,No
2018-07-02,11100,,STB,SkLearn,No
2018-07-03,10350,,STB,SkLearn,No
2018-07-04,10300,,STB,SkLearn,No
2018-07-05,9720,,STB,SkLearn,No
2018-07-06,10400,,STB,SkLearn,No
2018-07-09,10400,,STB,SkLearn,No
2018-07-10,10400,,STB,SkLearn,No
2018-07-11,10000,,STB,SkLearn,No
2018-07-12,10150,,STB,SkLearn,No
2018-07-13,10450,,STB,SkLearn,No
2018-07-16,10500,,STB,SkLearn,No
2018-07-17,10750,,STB,SkLearn,No
